@relation 'Datos-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R12-13,16'

@attribute age numeric
@attribute job {housemaid,services,admin.,blue-collar,technician,retired,management,unemployed,self-employed,entrepreneur,student}
@attribute marital {married,single,divorced}
@attribute education {basic.4y,high.school,basic.6y,basic.9y,professional.course,university.degree,illiterate}
@attribute default {no,yes}
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute month {may,jun,jul,aug,oct,nov,dec,mar,apr,sep}
@attribute day_of_week {mon,tue,wed,thu,fri}
@attribute campaign numeric
@attribute previous numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute nr.employed numeric
@attribute y {no,yes}

@data
48,admin.,married,high.school,no,no,yes,jun,tue,4,0,94.465,-41.8,5228.1,no
46,technician,married,professional.course,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
41,unemployed,divorced,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
29,admin.,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
38,student,single,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
30,blue-collar,single,basic.4y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
38,unemployed,married,professional.course,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
50,self-employed,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
37,services,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
30,blue-collar,married,basic.6y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
52,management,divorced,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
40,blue-collar,divorced,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
50,admin.,single,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
36,entrepreneur,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
41,blue-collar,married,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
50,housemaid,single,university.degree,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
38,technician,married,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
51,retired,divorced,university.degree,no,yes,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
38,services,married,high.school,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
38,blue-collar,married,basic.4y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
55,management,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
58,technician,married,professional.course,no,yes,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
41,blue-collar,married,basic.4y,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
31,management,single,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
36,management,married,university.degree,no,no,no,jun,tue,13,0,94.465,-41.8,5228.1,no
34,blue-collar,married,basic.4y,no,no,no,jun,tue,13,0,94.465,-41.8,5228.1,no
33,blue-collar,single,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
42,services,married,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
35,blue-collar,married,basic.9y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
49,technician,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
58,retired,married,basic.4y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
51,self-employed,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
38,blue-collar,married,basic.6y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
48,blue-collar,married,basic.4y,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
35,blue-collar,married,basic.9y,no,yes,no,jun,tue,4,0,94.465,-41.8,5228.1,no
49,technician,married,basic.6y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
56,management,married,basic.9y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,yes
35,blue-collar,married,basic.9y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
60,retired,divorced,basic.4y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
37,admin.,single,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
31,blue-collar,single,high.school,no,yes,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
44,admin.,single,university.degree,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
38,admin.,single,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
40,blue-collar,married,basic.4y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
30,self-employed,married,professional.course,no,yes,no,jun,tue,4,0,94.465,-41.8,5228.1,no
36,student,single,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
50,blue-collar,married,basic.6y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
28,admin.,single,high.school,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
50,services,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
48,management,married,university.degree,no,yes,yes,jun,tue,7,0,94.465,-41.8,5228.1,yes
57,blue-collar,divorced,basic.9y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
56,entrepreneur,married,university.degree,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
56,entrepreneur,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
27,admin.,married,basic.9y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
49,blue-collar,married,basic.4y,no,yes,yes,jun,tue,5,0,94.465,-41.8,5228.1,no
52,blue-collar,married,basic.4y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
35,blue-collar,married,basic.4y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
34,technician,married,professional.course,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
50,blue-collar,divorced,basic.9y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
29,admin.,single,basic.9y,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
40,admin.,married,high.school,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
37,self-employed,married,basic.9y,no,yes,no,jun,tue,6,0,94.465,-41.8,5228.1,no
37,services,married,high.school,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
57,blue-collar,married,high.school,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
31,admin.,single,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
40,admin.,single,high.school,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
30,blue-collar,married,university.degree,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
43,blue-collar,married,basic.9y,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
35,blue-collar,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
29,services,single,university.degree,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
38,admin.,married,basic.9y,no,no,yes,jun,tue,4,0,94.465,-41.8,5228.1,no
46,blue-collar,married,basic.6y,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
47,technician,single,professional.course,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
39,admin.,married,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
42,blue-collar,married,basic.4y,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
35,self-employed,married,basic.9y,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
39,self-employed,married,university.degree,no,yes,no,jun,tue,5,0,94.465,-41.8,5228.1,no
57,technician,married,professional.course,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
38,admin.,single,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,yes
47,management,married,basic.4y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
37,management,married,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
41,blue-collar,married,basic.6y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,yes
41,services,married,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
42,technician,married,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
38,blue-collar,married,basic.6y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
46,admin.,single,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
31,blue-collar,single,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
32,technician,married,professional.course,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
46,unemployed,divorced,basic.9y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
59,entrepreneur,married,university.degree,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
55,admin.,married,basic.4y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
53,self-employed,married,university.degree,no,yes,no,jun,tue,4,0,94.465,-41.8,5228.1,no
43,unemployed,married,professional.course,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
49,blue-collar,married,basic.4y,no,yes,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
50,blue-collar,married,basic.9y,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
26,blue-collar,single,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
30,technician,single,university.degree,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
40,blue-collar,married,basic.9y,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
43,retired,married,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
53,admin.,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
25,admin.,married,university.degree,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
48,admin.,divorced,university.degree,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
27,blue-collar,married,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
53,admin.,married,high.school,no,no,no,jun,tue,26,0,94.465,-41.8,5228.1,no
44,self-employed,married,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
54,management,married,university.degree,no,no,no,jun,tue,15,0,94.465,-41.8,5228.1,no
30,blue-collar,married,basic.6y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
32,admin.,married,university.degree,no,yes,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
29,entrepreneur,married,high.school,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
43,admin.,married,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
43,management,married,university.degree,no,yes,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
36,services,married,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
45,blue-collar,married,basic.4y,no,yes,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
34,services,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
38,services,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
53,housemaid,married,basic.4y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
57,technician,divorced,university.degree,no,yes,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
38,blue-collar,married,basic.6y,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,yes
41,blue-collar,married,basic.9y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
49,blue-collar,married,basic.4y,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
35,technician,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
39,admin.,married,university.degree,no,yes,no,jun,tue,12,0,94.465,-41.8,5228.1,no
31,services,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
50,admin.,married,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
30,admin.,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
50,blue-collar,married,basic.4y,no,no,yes,jun,tue,5,0,94.465,-41.8,5228.1,no
49,management,divorced,university.degree,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
37,admin.,married,university.degree,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
47,blue-collar,divorced,basic.9y,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
43,admin.,divorced,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
29,admin.,divorced,professional.course,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
31,housemaid,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
38,entrepreneur,married,basic.6y,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
43,admin.,divorced,university.degree,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
29,admin.,single,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
35,admin.,married,high.school,no,yes,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
54,technician,married,university.degree,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
27,management,single,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
57,blue-collar,divorced,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
30,services,married,high.school,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
30,admin.,single,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
43,unemployed,married,basic.9y,no,no,no,jun,tue,28,0,94.465,-41.8,5228.1,no
32,admin.,single,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
34,admin.,single,university.degree,no,no,no,jun,tue,32,0,94.465,-41.8,5228.1,no
44,blue-collar,single,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
31,unemployed,married,basic.6y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
29,admin.,married,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
51,self-employed,married,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
58,technician,married,university.degree,no,yes,no,jun,tue,12,0,94.465,-41.8,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
52,admin.,divorced,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
57,blue-collar,married,basic.4y,no,yes,no,jun,tue,5,0,94.465,-41.8,5228.1,no
24,admin.,single,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,yes
27,unemployed,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
42,admin.,married,university.degree,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
30,services,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
28,blue-collar,single,basic.4y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
31,unemployed,divorced,basic.4y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,yes
32,blue-collar,married,basic.6y,no,yes,no,jun,tue,5,0,94.465,-41.8,5228.1,no
33,blue-collar,single,basic.9y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
42,management,married,university.degree,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
29,blue-collar,single,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
30,blue-collar,married,basic.6y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,yes
34,admin.,married,university.degree,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
40,blue-collar,married,basic.9y,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,yes
28,student,single,university.degree,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
45,services,single,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
35,blue-collar,married,basic.4y,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
35,blue-collar,married,basic.9y,no,no,no,jun,tue,18,0,94.465,-41.8,5228.1,no
26,self-employed,married,university.degree,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
60,admin.,married,university.degree,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
51,technician,married,professional.course,no,no,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
36,services,divorced,professional.course,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
35,technician,married,professional.course,no,yes,no,jun,tue,6,0,94.465,-41.8,5228.1,no
39,self-employed,married,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
31,blue-collar,single,high.school,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
40,blue-collar,married,basic.9y,no,yes,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
30,unemployed,married,basic.6y,no,no,no,jun,tue,10,0,94.465,-41.8,5228.1,no
40,technician,married,professional.course,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
46,admin.,married,high.school,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
45,admin.,married,university.degree,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
39,blue-collar,married,basic.6y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
41,blue-collar,married,basic.9y,no,no,no,jun,tue,13,0,94.465,-41.8,5228.1,no
36,admin.,married,professional.course,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
57,blue-collar,divorced,university.degree,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
38,blue-collar,married,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
42,services,divorced,basic.6y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
39,admin.,married,university.degree,no,yes,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
51,blue-collar,married,basic.9y,no,yes,no,jun,tue,6,0,94.465,-41.8,5228.1,no
32,blue-collar,married,basic.4y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
57,admin.,divorced,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
50,blue-collar,divorced,basic.9y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
27,blue-collar,married,basic.9y,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
38,technician,single,professional.course,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
50,admin.,married,university.degree,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
46,technician,married,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
26,blue-collar,single,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
29,admin.,married,high.school,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
32,blue-collar,divorced,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
33,admin.,married,high.school,no,no,yes,jun,tue,1,0,94.465,-41.8,5228.1,no
59,admin.,married,university.degree,no,yes,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
33,admin.,married,university.degree,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
58,blue-collar,married,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
42,blue-collar,divorced,basic.4y,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
32,admin.,single,university.degree,no,yes,no,jun,tue,5,0,94.465,-41.8,5228.1,no
50,services,divorced,basic.4y,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
43,blue-collar,married,basic.4y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
46,management,married,basic.9y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
28,admin.,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
29,services,married,high.school,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
45,services,married,high.school,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
42,admin.,married,university.degree,no,no,no,jun,tue,21,0,94.465,-41.8,5228.1,no
31,technician,single,professional.course,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
53,services,married,high.school,no,no,no,jun,tue,8,0,94.465,-41.8,5228.1,no
31,housemaid,married,university.degree,no,no,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
27,services,single,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
40,blue-collar,married,basic.9y,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
40,admin.,single,university.degree,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
40,blue-collar,divorced,basic.9y,no,no,yes,jun,tue,6,0,94.465,-41.8,5228.1,yes
58,self-employed,married,university.degree,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
31,management,single,university.degree,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
60,retired,single,high.school,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
38,blue-collar,married,basic.9y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
27,blue-collar,single,high.school,no,yes,no,jun,tue,5,0,94.465,-41.8,5228.1,no
59,technician,married,university.degree,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
36,blue-collar,single,basic.9y,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
40,services,married,university.degree,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
58,retired,married,basic.4y,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
35,blue-collar,married,basic.9y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
54,services,married,high.school,no,yes,no,jun,tue,5,0,94.465,-41.8,5228.1,no
34,blue-collar,married,basic.4y,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
42,services,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
36,blue-collar,married,basic.9y,no,yes,yes,jun,tue,18,0,94.465,-41.8,5228.1,no
45,blue-collar,married,basic.9y,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
37,admin.,divorced,basic.9y,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,yes
29,admin.,single,university.degree,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
40,blue-collar,married,basic.4y,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
30,admin.,married,high.school,no,yes,no,jun,tue,10,0,94.465,-41.8,5228.1,no
32,admin.,single,university.degree,no,no,no,jun,tue,12,0,94.465,-41.8,5228.1,no
46,housemaid,divorced,basic.6y,no,yes,no,jun,tue,8,0,94.465,-41.8,5228.1,no
30,admin.,single,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
29,management,single,university.degree,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
35,entrepreneur,married,high.school,no,no,yes,jun,tue,2,0,94.465,-41.8,5228.1,no
37,housemaid,married,basic.4y,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
47,self-employed,married,basic.4y,no,yes,no,jun,tue,8,0,94.465,-41.8,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
59,retired,married,professional.course,no,yes,no,jun,tue,8,0,94.465,-41.8,5228.1,no
45,technician,divorced,professional.course,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
29,self-employed,single,professional.course,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
31,blue-collar,single,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
34,blue-collar,married,basic.4y,no,yes,no,jun,tue,8,0,94.465,-41.8,5228.1,no
48,services,single,high.school,no,no,yes,jun,tue,5,0,94.465,-41.8,5228.1,no
40,self-employed,married,high.school,no,yes,no,jun,tue,5,0,94.465,-41.8,5228.1,no
45,services,married,high.school,no,yes,no,jun,tue,7,0,94.465,-41.8,5228.1,no
32,self-employed,divorced,university.degree,no,no,yes,jun,tue,21,0,94.465,-41.8,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
42,blue-collar,married,high.school,no,yes,no,jun,tue,2,0,94.465,-41.8,5228.1,no
38,services,divorced,basic.6y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
47,admin.,married,university.degree,no,yes,no,jun,tue,9,0,94.465,-41.8,5228.1,no
41,management,married,university.degree,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
41,blue-collar,married,basic.4y,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
43,management,married,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
34,services,single,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
34,blue-collar,married,basic.4y,no,no,no,jun,tue,5,0,94.465,-41.8,5228.1,no
52,unemployed,married,high.school,no,yes,no,jun,tue,6,0,94.465,-41.8,5228.1,no
48,blue-collar,married,professional.course,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
37,technician,married,high.school,no,yes,no,jun,tue,3,0,94.465,-41.8,5228.1,no
41,blue-collar,married,basic.4y,no,no,no,jun,tue,4,0,94.465,-41.8,5228.1,no
47,technician,married,professional.course,no,no,no,jun,tue,20,0,94.465,-41.8,5228.1,no
46,admin.,married,high.school,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
42,admin.,married,university.degree,no,no,no,jun,tue,14,0,94.465,-41.8,5228.1,no
28,services,single,high.school,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
36,admin.,single,university.degree,no,yes,yes,jun,tue,3,0,94.465,-41.8,5228.1,no
49,admin.,married,university.degree,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
37,admin.,married,high.school,no,yes,no,jun,tue,4,0,94.465,-41.8,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
35,entrepreneur,married,university.degree,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
56,unemployed,married,high.school,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,jun,tue,3,0,94.465,-41.8,5228.1,no
36,blue-collar,married,basic.9y,no,no,no,jun,tue,6,0,94.465,-41.8,5228.1,no
36,admin.,married,university.degree,no,yes,no,jun,tue,11,0,94.465,-41.8,5228.1,no
45,entrepreneur,married,high.school,no,no,no,jun,tue,2,0,94.465,-41.8,5228.1,no
57,admin.,divorced,university.degree,no,no,no,jun,tue,19,0,94.465,-41.8,5228.1,no
46,unemployed,married,basic.9y,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
28,blue-collar,married,basic.6y,no,no,no,jun,tue,7,0,94.465,-41.8,5228.1,no
36,blue-collar,married,basic.9y,no,no,no,jun,tue,1,0,94.465,-41.8,5228.1,no
38,services,married,high.school,no,no,no,jun,tue,11,0,94.465,-41.8,5228.1,no
36,admin.,single,high.school,no,yes,no,jun,tue,1,0,94.465,-41.8,5228.1,no
